Incident_ID,Media_Attention,Date,School,City,State,City_Lat,City_Lon,School_Level,Targets
20211004PASCP,Regional,2021-10-04,School of the Future,Philadelphia,PA,39.9527237,-75.1635262,High,Both
20210921PAVAP,Local,2021-09-21,Vaux Big Picture High School,Philadelphia,PA,39.9527237,-75.1635262,High,Victims Targeted
20210613PAWIP,Local,2021-06-13,William Dick School,Philadelphia,PA,39.9527237,-75.1635262,K-8,Victims Targeted
20190824PAWIP,,2019-08-24,William C. Longstreth Elementary School,Philadelphia,PA,39.9527237,-75.1635262,Elementary,Victims Targeted
20181128PASTP,,2018-11-28,Strawberry Mansion High School,Philadelphia,PA,39.9527237,-75.1635262,High,Neither
20180924PACEP,,2018-09-24,Central High School,Philadelphia,PA,39.9527237,-75.1635262,High,Both
20180131PALIP,Local,2018-01-31,Lincoln High School,Philadelphia,PA,39.9527237,-75.1635262,High,Random Shooting
20160129PABEP,Local,2016-01-29,Benjamin Franklin High School,Philadelphia,PA,39.9527237,-75.1635262,High,Victims Targeted
20140117PADEP,,2014-01-17,Delaware Valley Charter School,Philadelphia,PA,39.9527237,-75.1635262,High,Both
20070118PAWIP,,2007-01-18,William L.Sayre High School,Philadelphia,PA,39.9527237,-75.1635262,High,Victims Targeted
20040211PATMP,,2004-02-11,T M Peirce Elementary School,Philadelphia,PA,39.9527237,-75.1635262,Elementary,Both
19991026PAMAP,,1999-10-26,Martin Luther King High School,Philadelphia,PA,39.9527237,-75.1635262,High,Victims Targeted
19981103PAMAP,,1998-11-03,Martin Luther King High School,Philadelphia,PA,39.9527237,-75.1635262,High,Victims Targeted
19961002PASMP,,1996-10-02,Smedley Elementary School,Philadelphia,PA,39.9527237,-75.1635262,Elementary,Victims Targeted
19851209PAARP,,1985-12-09,Archbishop Ryan High School,Philadelphia,PA,39.9527237,-75.1635262,High,Neither
19810901PAWIP,,1981-09-01,William Longstreth Elementary School,Philadelphia,PA,39.9527237,-75.1635262,Elementary,Both
19710202PAMOP,,1971-02-02,Morris E. Leeds Middle School,Philadelphia,PA,39.9527237,-75.1635262,Middle,Victims Targeted
20200804PAKEP,Local,2020-08-04,Kelly Elementary School,Pittsburg,PA,40.4416941,-79.9900861,Elementary,Victims Targeted
20220119PAPIP,Regional,2022-01-19,Pittsburgh Oliver Citywide Academy,Pittsburgh,PA,40.4416941,-79.9900861,K-12,Victims Targeted
20131113PABRP,Local,2013-11-13,Brashear High School,Pittsburgh,PA,40.4416941,-79.9900861,High,Victims Targeted
20060221PAWEP,,2006-02-21,Westinghouse High School,Pittsburgh,PA,40.4416941,-79.9900861,High,Victims Targeted
20050316PACAP,,2005-03-16,Carrick High School,Pittsburgh,PA,40.4416941,-79.9900861,High,Victims Targeted
20030424PARER,,2003-04-24,Red Lion Area Junior High School,Red Lion,PA,39.9009334,-76.6058001,Junior High,Victims Targeted
20210608PAMUS,Local,2021-06-08,Musser Elementary School,Sharon,PA,41.2331116,-80.4934035,Elementary,Victims Targeted
20210827PAACS,National,2021-08-27,Academy Park High School,Sharon Hill,PA,39.9063027,-75.2721402,High,Random Shooting
19880105PASPS,,1988-01-05,Springfield High School,Springfield,PA,39.9306677,-75.3201879,High,Victims Targeted
20061212PASPS,,2006-12-12,Springfield Township High School,Springfield Township,PA,39.9306677,-75.3201879,High,Victims Targeted
20200923PAWIW,Local,2020-09-23,William Tennent High School,Warminster,PA,40.2067751,-75.0996159,High,Victims Targeted
20200909PAWEW,Local,2020-09-09,West Bradford Elementary School,West Bradford Township,PA,39.9602669,-75.7140554,Elementary,Victims Targeted
20091106PAHAW,,2009-11-06,Hamilton High School (bus),West Philadelphia,PA,39.9568763,-75.1846425,High,Victims Targeted
20010307PABIW,,2001-03-07,Bishop Neumann High School,Williamsport,PA,41.2493292,-77.0027671,High,Victims Targeted
19710205PAJOW,,1971-02-05,John F. Kennedy High School,Willingboro,PA,40.705896,-78.003616,High,Victims Targeted
20000210PAPEY,,2000-02-10,Penn Wood East Junior High School,Yeadon,PA,39.9390017,-75.2554605,Junior High,Victims Targeted
20160909PASMY,,2016-09-09,Small Athletic Field (William Penn Senior High School game),York,PA,39.9624662,-76.727729,High,Victims Targeted
20060215PAWEY,,2006-02-15,West York Area High School,York,PA,39.9624662,-76.727729,High,Victims Targeted
19880226RIBRB,,1988-02-26,Bristol High School,Bristol,RI,41.7034082,-71.2844401,High,Victims Targeted
20070523RIOAC,,2007-05-23,Oak Haven Elementary School,Coventry,RI,41.7000996,-71.6828444,Elementary,Victims Targeted
20120706RINAP,,2012-07-06,Nathaniel Greene Elementary School,Pawtucket,RI,41.8789531,-71.3821203,Elementary,Victims Targeted
20220318RICEP,Local,2022-03-18,,Providence,RI,41.8239891,-71.4128343,High,Random Shooting
20201013RIRHP,Local,2020-10-13,Rhode Island School for the Deaf ,Providence,RI,41.8239891,-71.4128343,K-12,Victims Targeted
20180905RIPRP,Local,2018-09-05,Providence Career and Technical Academy,Providence,RI,41.8239891,-71.4128343,High,Both
19900116RICEP,,1990-01-16,Central High School,Providence,RI,41.8239891,-71.4128343,High,Random Shooting
20190910SCSOA,,2019-09-10,South Aiken High School,Aiken,SC,33.521547,-81.7135294,High,Victims Targeted
20170127SCSOA,Local,2017-01-27,South Aiken High School,Aiken,SC,33.521547,-81.7135294,High,Both
19880831SCWEA,,1988-08-31,West Franklin Elementary School,Anderson,SC,34.495738,-82.665162,Elementary,Victims Targeted
19871031SCANA,National,1987-10-31,Andrews High School,Andrews,SC,33.4617928,-79.5714833,High,Random Shooting
20041116SCBAB,,2004-11-16,Battery Creek High School,Beaufort,SC,32.4332813,-80.7467525,High,Victims Targeted
19951012SCBLB,,1995-10-12,Blackville-Hilda High School,Blackville,SC,33.3628637,-81.2647093,High,Victims Targeted
20070617SCBRB,,2007-06-17,Broad River Elementary School,Burton,SC,32.4215676,-80.7560189,Elementary,Victims Targeted
19940315SCGOC,,1994-03-15,Goose Creek High School,Charleston,SC,32.971807,-80.01711,High,Random Shooting
19930203SCGAC,Local,1993-02-03,Garrett High School,Charleston,SC,32.862495,-79.9991501,High,Victims Targeted
19741125SCCAC,,1974-11-25,C A Brown High School,Charleston,SC,32.76495449,-79.99217081,High,Victims Targeted
19741118SCCAC,,1974-11-18,C A Brown High School,Charleston,SC,32.76495449,-79.99217081,High,Victims Targeted
19891212SCCHC,,1989-12-12,Chester High School,Chester,SC,34.6898665,-81.2068057,High,Victims Targeted
20210308SCEDC,Regional,2021-03-08,Chesterfield Elementary School,Chesterfield,SC,34.7389581,-80.1177871,Elementary,Victims Targeted
20210913SCEDC,Local,2021-09-13,Edwards Elementary School,Chesterfield County,SC,34.7389581,-80.1177871,Elementary,Victims Targeted
20211216SCEAC,Local,2021-12-16,Eau Claire High School,Columbia,SC,34.047662,-81.043323,High,Victims Targeted
20210506SCFOC,National,2021-05-06,Forest Lake Elementary,Columbia,SC,34.0521375,-80.9503838,Elementary,Random Shooting
19940124SCEAC,,1994-01-24,Eau Claire High School,Columbia,SC,34.047662,-81.043323,High,Victims Targeted
20100921SCSOC,,2010-09-21,Socastee High School,Conway,SC,33.6849121,-78.997381,High,Victims Targeted
20091016SCCAC,,2009-10-16,Carolina Forest High School,Conway,SC,33.6849121,-78.997381,High,Victims Targeted
20170622SCWIF,,2017-06-22,Wilson High School,Florence,SC,34.229625,-79.661821,High,Neither
20220526SCMEG,Local,2022-05-26,Mevers School of Excellence,Goose Creek,SC,33.0143528,-80.0005349,K-8,Victims Targeted
20220331SCTAG,National,2022-03-31,Tanglewood Middle School,Greenville,SC,34.8243473,-82.4693216,Middle,Victims Targeted
20160513SCSOG,Local,2016-05-13,Southside High School,Greenville,SC,34.8243473,-82.4693216,High,Neither
19920117SCGRG,Regional,1992-01-17,Greenwood High School,Greenwood,SC,34.2303647,-82.1772586,High,Victims Targeted
19880926SCOAG,,1988-09-26,Oakland Elementary School,Greenwood,SC,34.2303647,-82.1772586,Elementary,Random Shooting
20210814SCDAH,,2021-08-14,Darlington County School District Buses,Hartsville,SC,34.3193478,-79.8813132,,Neither
20060522SCBUI,,2006-05-22,Butch Fork High School,Irmo,SC,34.151439,-81.201246,High,Victims Targeted
19930203SCLEL,Regional,1993-02-03,Lexington High School,Lexington,SC,33.9770829,-81.3058581,High,Victims Targeted
20070329SCMYM,,2007-03-29,Myrtle Beach High School,Myrtle Beach,SC,33.7191821,-78.8682558,High,Random Shooting
20210818SCORO,Regional,2021-08-18,Orangeburg-Wilkinson High School,Orangeburg,SC,33.517758,-80.833277,High,Both
19841030SCPEP,,1984-10-30,Pendleton High School,Pendleton,SC,34.6127814,-82.7840143,High,Both
19910314SCWOP,,1991-03-14,Woodmont High School,Piedmont,SC,34.6888725,-82.356973,High,Both
20200915SCYOR,Local,2020-09-15,York County School Bus,Rock Hill,SC,34.949602,-81.0807463,,Neither
19910411SCNOR,,1991-04-11,Northwest High School,Rock Hill,SC,34.949602,-81.0807463,High,Victims Targeted
19940218SCSPS,,1994-02-18,Spartanburg High School,Spartanburg,SC,34.972656,-81.884177,High,Victims Targeted
20211027SCCAS,Local,2021-10-27,Calhoun County High School,St. Matthews,SC,33.6625264,-80.7945862,High,Victims Targeted
20200117SCCAS,,2020-01-17,Cane Bay High School,Summerville,SC,34.2069222,-81.285874,High,Victims Targeted
20081221SCSUS,,2008-12-21,Summerville High School,Summerville,SC,32.998755,-80.213348,High,Both
20160928SCTOT,National,2016-09-28,Townville Elementary School,Townville,SC,34.561947,-82.902606,Elementary,Random Shooting
19911015SCWOW,,1991-10-15,Woodruff High School,Woodruff,SC,34.7323272,-82.0231634,High,Victims Targeted
20180928SDCHC,,2018-09-28,Chamberlain High School,Chamberlain,SD,43.788615,-99.326748,High,Victims Targeted
20150930SDHAH,Local,2015-09-30,Harrisburg High School,Harrisburg,SD,43.4314143,-96.6894122,High,Victims Targeted
19991004SDJOP,,1999-10-04,John Bartram High School,Philadelphia City,SD,39.9214697,-75.2340177,High,Random Shooting
20090302SDROS,,2009-03-02,Robert Frost Elementary School,Sioux Falls,SD,43.5166419,-96.7217165,Elementary,Victims Targeted
20100830TNSUB,,2010-08-30,Sullivan Central High School,Blountville,TN,36.531447,-82.386682,High,Victims Targeted
20181005TNHAB,,2018-10-05,Haywood High School,Brownsville,TN,35.6017009,-89.2471352,High,Both
19900520TNHIC,,1990-05-20,Hickman County High School,Centerville,TN,35.809348,-87.430054,High,Victims Targeted
20220520TNEAC,Local,2022-05-20,East Lake Elementary School,Chattanooga,TN,34.998718,-85.2793086,Elementary,Victims Targeted
20070308TNEAC,,2007-03-08,East Ridge High School,Chattanooga,TN,34.998718,-85.2793086,High,Victims Targeted
20130815TNNOC,Local,2013-08-15,Northwest High School,Clarksville,TN,36.5723618,-87.4343127,Middle,Victims Targeted
20210413TNMAC,Local,2021-04-13,Maury County Public Schools Bus No. 50,Columbia,TN,35.6150716,-87.0352831,,Victims Targeted
20050825TNMAD,,2005-08-25,Maury Middle School,Dandridge,TN,36.0219145,-83.4036691,Middle,Random Shooting
20050302TNSTD,,2005-03-02,Stewart County High School (bus),Dover,TN,36.529776,-87.814594,High,Victims Targeted
19980519TNLIF,,1998-05-19,Lincoln County High School,Fayetteville,TN,35.1353874,-86.5700417,High,Victims Targeted
20211130TNHUH,Regional,2021-11-30,Humboldt High School,Humboldt,TN,35.840251,-88.907951,High,Both
20051108TNCAJ,National,2005-11-08,Campbell County High School,"Jacksboro, TN",TN,36.3507881,-84.1473621,High,Random Shooting
20140109TNLIJ,Local,2014-01-09,Liberty Technology Magnet High School,Jackson,TN,35.671568,-88.776383,High,Victims Targeted
20210412TNAUK,International,2021-04-12,Austin-East Magnet High School,Knoxville,TN,35.990416,-83.887372,High,Victims Targeted
20210309TNSAK,Local,2021-03-09,Sarah Moore Greene Elementary,Knoxville,TN,36.0411087,-83.9239403,Elementary,Victims Targeted
20100210TNINK,,2010-02-10,Inskip Elementary School,Knoxville,TN,36.0411087,-83.9239403,High,Victims Targeted
20080821TNCEK,Local,2008-08-21,Central High School,Knoxville,TN,36.0411087,-83.9239403,High,Victims Targeted
20061031TNHAK,,2006-10-31,Halls High School,Knoxville,TN,36.0411087,-83.9239403,High,Victims Targeted
20210914TNLAL,Local,2021-09-14,La Vergne High School,La Vergne,TN,35.9893704,-86.5694979,High,Random Shooting
20210907TNLAL,Local,2021-09-07,La Vergne High School,La Vergne,TN,35.9893704,-86.5694979,High,Random Shooting
19951115TNRIL,,1995-11-15,Richland High School,Lynnville,TN,35.335538,-87.033002,High,Both
20220325TNBRM,Local,2022-03-25,Brighton High School,Memphis,TN,35.1185491,-89.904645,High,Both
20220310TNHAM,Local,2022-03-10,Hamilton Middle School,Memphis,TN,35.100748,-90.0164714,K-8,Victims Targeted
20210930TNCUM,National,2021-09-30,Cummings Elementary School,Memphis,TN,35.1185491,-89.904645,K-8,Victims Targeted
20210517TNAUM,Local,2021-05-17,Aurora Collegiate Academy,Memphis,TN,35.1185491,-89.904645,Elementary,Victims Targeted
20210427TNLAM,Local,2021-04-27,La Petite Academy,Memphis,TN,35.1185491,-89.904645,Other,Random Shooting
20201116TNWIM,Local,2020-11-16,Winridge Elementary School,Memphis,TN,35.1185491,-89.904645,Elementary,Victims Targeted
20200128TNWHM,,2020-01-28,White Station High School,Memphis,TN,35.1185491,-89.904645,High,Both
20141021TNAMM,Local,2014-10-21,A Maceo Walker Middle School,Memphis,TN,35.1185491,-89.904645,Middle,Random Shooting
20130822TNWEM,Local,2013-08-22,Westside Elementary School,Memphis,TN,35.1185491,-89.904645,Elementary,Neither
20120816TNHAM,Local,2012-08-16,Hamilton High School,Memphis,TN,35.100748,-90.0164714,High,Victims Targeted
20080211TNMIM,,2008-02-11,Mitchell High School,Memphis,TN,35.1185491,-89.904645,High,Victims Targeted
20080204TNHAM,,2008-02-04,Hamilton High School,Memphis,TN,35.100748,-90.0164714,High,Victims Targeted
20071024TNMAM,,2007-10-24,Manassas High School,Memphis,TN,35.1705651,-90.0324377,High,Random Shooting
20060905TNKIM,,2006-09-05,Kingsbury Middle School,Memphis,TN,35.1185491,-89.904645,Middle,Neither
20050330TNEAM,,2005-03-30,East High School,Memphis,TN,35.1185491,-89.904645,High,Random Shooting
20050324TNFAM,,2005-03-24,Fairly High School,Memphis,TN,35.1185491,-89.904645,High,Random Shooting
20040824TNHAM,,2004-08-24,Hamilton High School,Memphis,TN,35.1185491,-89.904645,High,Victims Targeted
19960126TNEAM,,1996-01-26,East High School,Memphis,TN,35.1185491,-89.904645,High,Random Shooting
19950912TNCYM,,1995-09-12,Cypress Junior High School,Memphis,TN,35.1185491,-89.904645,Junior High,Victims Targeted
19820205TNHAM,,1982-02-05,Hamilton High School,Memphis,TN,35.1185491,-89.904645,High,Victims Targeted
19701019TNBOM,,1970-10-19,Booker T. Washington High School,Memphis,TN,35.1185491,-89.904645,High,Victims Targeted
20220518TNRIM,National,2022-05-18,Riverdale High School,Murfreesboro,TN,35.813606,-86.410831,High,Both
19830201TNRIM,,1983-02-01,Riverdale High School,Murfreesboro,TN,35.813606,-86.410831,High,Random Shooting
20181013TNMCN,,2018-10-13,McGavock High School,Nashville,TN,36.095567,-86.8011251,High,Victims Targeted
20180811TNANN,,2018-08-11,Antioch High School,Nashville,TN,36.095567,-86.8011251,High,Both
20180209TNPEN,Regional,2018-02-09,Peal-Cohn High School,Nashville,TN,36.095567,-86.8011251,High,Victims Targeted
20050309TNMAN,,2005-03-09,Maplewood Comprehensive High School,Nashville,TN,36.095567,-86.8011251,High,Victims Targeted
19940421TNJTN,Regional,1994-04-21,J T Moore Middle School,Nashville,TN,36.095567,-86.8011251,Middle,Neither
19860517TNMAN,,1986-05-17,Maplewood High School,Nashville,TN,36.095567,-86.8011251,High,Victims Targeted
19780329TNGAN,,1978-03-29,Gallatin Junior High School,Nashville,TN,36.095567,-86.8011251,Junior High,Victims Targeted
19770418TNPIN,,1977-04-18,Pioneer Christian Academy,Nashville,TN,36.095567,-86.8011251,Other,Victims Targeted
19701020TNWAN,,1970-10-20,Washington Junior High School,Nashville,TN,36.095567,-86.8011251,Junior High,Victims Targeted
19700914TNHAN,,1970-09-14,Hamilton High School,Nashville,TN,36.095567,-86.8011251,High,Both
20160928TNSYP,National,2016-09-28,Sycamore Middle School,Pleasant View,TN,36.3942164,-87.0366685,Middle,Victims Targeted
20200313TNPIR,,2020-03-13,Pine View Elementary,Rockwood,TN,35.8656284,-84.68494,Elementary,Neither
19740510TNCHR,,1974-05-10,Church Hill High School,Rogersville,TN,36.407317,-83.0054423,High,Victims Targeted
20070124TNHAS,,2007-01-24,Harbin County High School,Savannah,TN,35.2248034,-88.2492037,High,Victims Targeted
19850418TNSOS,National,1985-04-18,South Pittsburg High School,South Pittsburg,TN,35.0122635,-85.7058445,High,Victims Targeted
20180503TNWAW,,2018-05-03,Waynesboro Elementary School,Waynesboro,TN,35.3080037,-87.7628252,High,Neither
20210313TXLEA,Local,2021-03-13,Lee Elementary School,Abilene,TX,32.44645,-99.7475905,Elementary,Victims Targeted
19881122TXABA,,1988-11-22,Abilene Cooper High School,Abilene,TX,32.44645,-99.7475905,High,Victims Targeted
20030416TXGRA,,2003-04-16,Greenhill Middle School,Addison,TX,32.9604779,-96.8300673,Middle,Victims Targeted
19850416TXMAA,,1985-04-16,MacArthur Senior High School,Aldine,TX,29.8998769,-95.3373683,High,Victims Targeted
20160908TXALA,Regional,2016-09-08,Alpine High School,Alpine,TX,30.3602181,-103.6628596,High,Both
20060118TXPAA,,2006-01-18,Passmore Elementary School,Alvin,TX,29.4238472,-95.2441009,Elementary,Random Shooting
19920911TXPAA,,1992-09-11,Palo Duro High School,Amarillo,TX,35.2072185,-101.833824,High,Both
19770228TXHOA,,1977-02-28,Horace Mann Junior High School,Amarillo,TX,35.2072185,-101.833824,Junior High,Victims Targeted
20220526TXDUA,Local,2022-05-26,Duff Elementary School,Arlington,TX,32.7355816,-97.1071186,Elementary,Neither
20211006TXTIA,International,2021-10-06,Timberview High School,Arlington,TX,32.7355816,-97.1071186,High,Both
20010607TXOUA,,2001-06-07,Ousley Junior High School,Arlington,TX,32.7355816,-97.1071186,High,Random Shooting
19891115TXWOA,,1989-11-15,Workman Junior High School,Arlington,TX,32.7355816,-97.1071186,Junior High,Victims Targeted
19850118TXARA,,1985-01-18,Arlington High School,Arlington,TX,32.7355816,-97.1071186,High,Victims Targeted
20190131TXATA,,2019-01-31,Atascocita High School,Atascocita,TX,29.9990074,-95.1620137,High,Victims Targeted
20131015TXLAA,National,2013-10-15,Lanier High School,Austin,TX,30.2711286,-97.7436995,High,Victims Targeted
20060817TXMEA,,2006-08-17,Mendez Middle School,Austin,TX,30.2711286,-97.7436995,Middle,Victims Targeted
19940405TXMCA,,1994-04-05,McNeil High School,Austin,TX,30.2711286,-97.7436995,High,Random Shooting
19880129TXREA,,1988-01-29,Reagan High School,Austin,TX,30.2711286,-97.7436995,High,Victims Targeted
19780518TXMUA,National,1978-05-18,Murchison Junior High School,Austin,TX,30.2711286,-97.7436995,Junior High,Victims Targeted
19790426TXAZA,,1979-04-26,Azle Junior High School,Azle,TX,32.8975875,-97.5437799,High,Victims Targeted
20020201TXBRB,,2002-02-01,Brock High School,Brock,TX,32.6762432,-97.9408718,High,Victims Targeted
20120104TXCUB,Regional,2012-01-04,Cummings Middle School,Brownsville,TX,25.9015688,-97.4984005,Middle,Neither
20210719TXCAC,Local,2021-07-19,Caldwell High School,Caldwell,TX,29.8298971,-97.5959641,High,Random Shooting
20050407TXCAC,,2005-04-07,Canton High School,Canton,TX,32.555664,-95.8640507,High,Victims Targeted
20180927TXHEC,,2018-09-27,Hebron High School,Carrollton,TX,32.9537349,-96.8902816,High,Victims Targeted
19830130TXWEC,,1983-01-30,West Ward School,Coleman,TX,31.7766863,-99.4461098,High,Victims Targeted
20150724TXELC,,2015-07-24,Elolf Elementary School,Converse,TX,29.5180081,-98.3161241,Elementary,Victims Targeted
19910918TXCRC,,1991-09-18,Crosby High School,Crosby,TX,33.5778818,-101.2855737,High,Victims Targeted
19921113TXLAC,,1992-11-13,Langham Creek High School,Cypress,TX,29.879041,-95.675401,High,Victims Targeted
19850920TXLAC,,1985-09-20,Langham Creek High School,Cypress,TX,29.879041,-95.675401,High,Both
20220322TXWOD,Regional,2022-03-22,Woodrow Wilson High School,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
20201012TXNOD,Local,2020-10-12,North Dallas High School,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
20200830TXLOD,Local,2020-08-30,L.O. Donald Leadership Academy,Dallas,TX,32.7810789,-96.690261,Elementary,Victims Targeted
20200111TXELD,,2020-01-11,Ellis Davis Field House,Dallas,TX,32.7810789,-96.690261,High,Both
20191108TXROD,,2019-11-08,Robert L. Thornton Elementary School,Dallas,TX,32.7810789,-96.690261,Elementary,Victims Targeted
20181122TXSKD,,2018-11-22,Skyline High School,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
20171214TXELD,,2017-12-14,Elisha M. Pease Elementary School,Dallas,TX,32.7810789,-96.690261,Elementary,Neither
20160502TXKID,,2016-05-02,Kimball High School,Dallas,TX,32.7810789,-96.690261,High,Random Shooting
20150705TXCOD,,2015-07-05,Coppell Middle School East,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
20070628TXDAD,,2007-06-28,David W. Carter High School,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
19930902TXROD,,1993-09-02,Roosevelt High School,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
19920417TXLID,,1992-04-17,Lincoln High School,Dallas,TX,32.7476761,-96.8205751,High,Random Shooting
19911023TXOAD,,1991-10-23,Oak Cliff High School,Dallas,TX,32.7476761,-96.8205751,High,Victims Targeted
19910117TXHOD,,1991-01-17,Hood Middle School,Dallas,TX,32.7476761,-96.8205751,Middle,Random Shooting
19901110TXJUD,Regional,1990-11-10,Justin Kimball High School,Dallas,TX,32.7476761,-96.8205751,High,Both
19901002TXWHD,,1990-10-02,W H Adamson High School,Dallas,TX,32.7476761,-96.8205751,High,Random Shooting
19900827TXWHD,,1990-08-27,W H Adamson High School,Dallas,TX,32.7476761,-96.8205751,High,Victims Targeted
19900403TXSKD,,1990-04-03,Skyline High School,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
19891205TXWWD,,1989-12-05,W W Samuell High School,Dallas,TX,32.7810789,-96.690261,High,Both
19891031TXOLD,,1989-10-31,Oliver Wendell Holmes Middle School,Dallas,TX,32.7810789,-96.690261,Middle,Random Shooting
19890426TXAMD,,1989-04-26,A Maceo Smith High School,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
19880903TXLID,,1988-09-03,Lincoln High School,Dallas,TX,32.7810789,-96.690261,High,Both
19861008TXSOD,,1986-10-08,South Oak Cliff High School,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
19830516TXLAD,Local,1983-05-16,Lake Highland High School,Dallas,TX,32.7810789,-96.690261,High,Neither
19800320TXJLD,,1980-03-20,J Leslie Patton School,Dallas,TX,32.7810789,-96.690261,High,Victims Targeted
19780426TXPAD,,1978-04-26,Paul Dunbar Elementary School,Dallas,TX,32.7810789,-96.690261,Elementary,Victims Targeted
19710210TXOAD,,1971-02-10,Oak Cliff High School,Dallas,TX,32.7810789,-96.690261,High,Both
20211217TXWOD,National,2021-12-17,Woodrow Wilson Junior High,Dayton,TX,30.0473202,-94.8873913,High,Neither
19991117TXDID,,1999-11-17,Dickinson High School,Dickinson,TX,29.4607876,-95.0513173,High,Random Shooting
20070504TXTIE,,2007-05-04,Tidehaven High School,El Maton,TX,28.8983009,-96.1419204,High,Victims Targeted
20210517TXBRE,Local,2021-05-17,Brown Middle School,El Paso,TX,31.7550511,-106.488234,Middle,Both
19870306TXRIE,,1987-03-06,Riverside High School,El Paso,TX,31.7328638,-106.3728033,High,Random Shooting
19700828TXRIE,,1970-08-28,Riverside High School,El Paso,TX,31.7328638,-106.3728033,High,Victims Targeted
20010515TXENE,,2001-05-15,Ennis High School,Ennis,TX,32.3293111,-96.6252679,High,Neither
20200302TXNOF,,2020-03-02,North Forney High School,Forney,TX,32.747893,-96.4719289,High,Neither
20210614TXEAF,Local,2021-06-14,Eastern Hills High School,Fort Worth,TX,32.7489425,-97.2318032,High,Victims Targeted
20210607TXEAF,National,2021-06-07,Eastern Hills High School,Fort Worth,TX,32.7489425,-97.2318032,High,Victims Targeted
20210210TXFOF,Local,2021-02-10,Forest Oak Middle School,Fort Worth,TX,32.753177,-97.3327459,Middle,Victims Targeted
20200119TXNOF,,2020-01-19,North Crowley Ninth Grade Campus,Fort Worth,TX,32.6089229,-97.3970958,High,Both
20190914TXEAF,,2019-09-14,Eastern Hills High School,Fort Worth,TX,32.753177,-97.3327459,High,Both
20060908TXSOF,,2006-09-08,South Hills High School,Fort Worth,TX,32.753177,-97.3327459,High,Victims Targeted
19900531TXSUF,,1990-05-31,Sunrise Elementary School,Fort Worth,TX,32.753177,-97.3327459,Elementary,Random Shooting
19801117TXEAF,,1980-11-17,Eastern Hills High School,Fort Worth,TX,32.753177,-97.3327459,High,Victims Targeted
19760412TXODF,,1976-04-12,O D Wyatt High School,Fort Worth,TX,32.753177,-97.3327459,High,Both
20060127TXLAG,,2006-01-27,Lakeview Centennial High School,Garland,TX,32.8573945,-96.575419,High,Random Shooting
19971014TXLAG,,1997-10-14,Lakeview Centennial High School,Garland,TX,32.8573945,-96.575419,High,Victims Targeted
19901030TXNAG,,1990-10-30,Naaman Forest High School,Garland,TX,32.912624,-96.6388833,High,Victims Targeted
20070307TXGRG,,2007-03-07,Greenville High School,Greenville,TX,33.1384488,-96.1108066,High,Victims Targeted
20210420TXHAH,Local,2021-04-20,Harker Heights High School,Harker Heights,TX,31.0746347,-97.6590473,High,Victims Targeted
19850724TXHIH,,1985-07-24,Highland Park High School,Highland Park,TX,32.8334607,-96.7919454,High,Victims Targeted
20220512TXHEH,Local,2022-05-12,Heights High School,Houston,TX,29.7589382,-95.3676974,High,Victims Targeted
20220309TXNOH,Regional,2022-03-09,Kimball High School,Houston,TX,29.7589382,-95.3676974,High,Random Shooting
20220222TXALH,Regional,2022-02-22,Alief ISD Center for Advanced Careers,Houston,TX,29.7589382,-95.3676974,High,Victims Targeted
20220127TXMOH,Local,2022-01-27,Montgomery Elementary School,Houston,TX,29.7589382,-95.3676974,Elementary,Victims Targeted
20220117TXPYH,Local,2022-01-17,Pyburn Elementary School,Houston,TX,29.7589382,-95.3676974,Elementary,Victims Targeted
20211001TXYEH,Regional,2021-10-01,YES Prep,Houston,TX,29.7589382,-95.3676974,High,Both
20210609TXNOH,Local,2021-06-09,North Forest High School,Houston,TX,29.7589382,-95.3676974,High,Both
20201109TXCOH,Local,2020-11-09,Collins Elementary School,Houston,TX,29.7589382,-95.3676974,Elementary,Victims Targeted
20200909TXSOH,Regional,2020-09-09,Southmayd Elementary School,Houston,TX,29.7589382,-95.3676974,Elementary,Victims Targeted
20200201TXHIH,,2020-02-01,Hicks Elementary School,Houston,TX,29.7589382,-95.3676974,Elementary,Victims Targeted
20200114TXBEH,,2020-01-14,Bellaire High School,Houston,TX,29.7589382,-95.3676974,High,Neither
20190410TXROH,,2019-04-10,Ross Shaw Sterling Aviation High School,Houston,TX,29.7589382,-95.3676974,High,Victims Targeted
20121210TXSPH,Local,2012-12-10,Spring Woods High School,Houston,TX,29.7589382,-95.3676974,High,Neither
20120110TXNOH,Local,2012-01-10,North Forest High School,Houston,TX,29.7589382,-95.3676974,High,Both
20110419TXBEH,National,2011-04-19,Betsy Ross Elementary School,Houston,TX,29.7589382,-95.3676974,Elementary,Random Shooting
20110330TXWOH,Local,2011-03-30,Worthing High School,Houston,TX,29.7589382,-95.3676974,High,Both
